Month,Day,Imsaak,Fajr,Sunrise,Zohr,Sunset,Maghrib,Tomorrow_Fajr
10,29,5:12:00,5:22:00,6:49:00,11:50:00,16:38:00,16:53:00,5:24:00
10,30,5:14:00,5:24:00,6:51:00,11:50:00,16:36:00,16:51:00,5:26:00
10,31,5:16:00,5:26:00,6:53:00,11:50:00,16:34:00,16:49:00,5:28:00
11,1,5:18:00,5:28:00,6:54:00,11:50:00,16:32:00,16:47:00,5:29:00
11,2,5:19:00,5:29:00,6:56:00,11:50:00,16:31:00,16:46:00,5:31:00
11,3,5:21:00,5:31:00,6:58:00,11:50:00,16:29:00,16:44:00,5:33:00
11,4,5:23:00,5:33:00,7:00:00,11:50:00,16:27:00,16:42:00,5:34:00
11,5,5:24:00,5:34:00,7:01:00,11:50:00,16:26:00,16:41:00,5:36:00
11,6,5:26:00,5:36:00,7:03:00,11:50:00,16:24:00,16:39:00,5:38:00
11,7,5:28:00,5:38:00,7:05:00,11:50:00,16:22:00,16:37:00,5:40:00
11,8,5:30:00,5:40:00,7:07:00,11:51:00,16:21:00,16:36:00,5:41:00
11,9,5:31:00,5:41:00,7:08:00,11:51:00,16:19:00,16:34:00,5:43:00
11,10,5:33:00,5:43:00,7:10:00,11:51:00,16:17:00,16:32:00,5:45:00
11,11,5:35:00,5:45:00,7:12:00,11:51:00,16:16:00,16:31:00,5:48:00
11,12,5:38:00,5:48:00,7:14:00,11:51:00,16:14:00,16:29:00,5:48:00
11,13,5:38:00,5:48:00,7:15:00,11:51:00,16:13:00,16:28:00,5:50:00
11,14,5:40:00,5:50:00,7:17:00,11:51:00,16:12:00,16:27:00,5:51:00
11,15,5:41:00,5:51:00,7:19:00,11:51:00,16:10:00,16:25:00,5:53:00
11,16,5:43:00,5:53:00,7:21:00,11:52:00,16:09:00,16:24:00,5:54:00
11,17,5:44:00,5:54:00,7:22:00,11:52:00,16:08:00,16:23:00,5:56:00
11,18,5:46:00,5:56:00,7:24:00,11:52:00,16:06:00,16:21:00,5:57:00
11,19,5:47:00,5:57:00,7:26:00,11:52:00,16:05:00,16:20:00,5:58:00
11,20,5:48:00,5:58:00,7:27:00,11:52:00,16:04:00,16:19:00,6:00:00
11,21,5:50:00,6:00:00,7:29:00,11:53:00,16:03:00,16:18:00,6:01:00
11,22,5:51:00,6:01:00,7:30:00,11:53:00,16:02:00,16:17:00,6:02:00
11,23,5:52:00,6:02:00,7:32:00,11:53:00,16:01:00,16:16:00,6:05:00
11,24,5:55:00,6:05:00,7:34:00,11:54:00,16:00:00,16:15:00,6:05:00
11,25,5:55:00,6:05:00,7:35:00,11:54:00,15:59:00,16:14:00,6:08:00
11,26,5:58:00,6:08:00,7:37:00,11:54:00,15:58:00,16:13:00,6:08:00
11,27,5:58:00,6:08:00,7:38:00,11:55:00,15:57:00,16:12:00,6:10:00
11,28,6:00:00,6:10:00,7:40:00,11:55:00,15:56:00,16:11:00,6:11:00
11,29,6:01:00,6:11:00,7:41:00,11:55:00,15:56:00,16:11:00,6:13:00
11,30,6:03:00,6:13:00,7:43:00,11:56:00,15:55:00,16:10:00,6:16:00
12,1,6:06:00,6:16:00,7:44:00,11:56:00,15:54:00,16:09:00,6:18:00
12,2,6:08:00,6:18:00,7:45:00,11:56:00,15:54:00,16:09:00,6:19:00
12,3,6:09:00,6:19:00,7:47:00,11:57:00,15:53:00,16:08:00,6:21:00
12,4,6:11:00,6:21:00,7:48:00,11:57:00,15:53:00,16:08:00,6:22:00
12,5,6:12:00,6:22:00,7:49:00,11:58:00,15:52:00,16:07:00,6:23:00
12,6,6:13:00,6:23:00,7:50:00,11:58:00,15:52:00,16:07:00,6:25:00
12,7,6:15:00,6:25:00,7:52:00,11:58:00,15:52:00,16:07:00,6:27:00
12,8,6:17:00,6:27:00,7:53:00,11:59:00,15:51:00,16:06:00,6:28:00
12,9,6:18:00,6:28:00,7:54:00,11:59:00,15:51:00,16:06:00,6:29:00
12,10,6:19:00,6:29:00,7:55:00,12:00:00,15:51:00,16:06:00,6:28:00
12,11,6:18:00,6:28:00,7:56:00,12:00:00,15:51:00,16:06:00,6:29:00
12,12,6:19:00,6:29:00,7:57:00,12:01:00,15:51:00,16:06:00,6:31:00
12,13,6:21:00,6:31:00,7:58:00,12:01:00,15:51:00,16:06:00,6:31:00
12,14,6:21:00,6:31:00,7:59:00,12:02:00,15:51:00,16:06:00,6:32:00
12,15,6:22:00,6:32:00,8:00:00,12:02:00,15:51:00,16:06:00,6:32:00
12,16,6:22:00,6:32:00,8:00:00,12:03:00,15:51:00,16:06:00,6:33:00
12,17,6:23:00,6:33:00,8:01:00,12:03:00,15:52:00,16:07:00,6:33:00
12,18,6:23:00,6:33:00,8:02:00,12:04:00,15:52:00,16:07:00,6:34:00
12,19,6:24:00,6:34:00,8:02:00,12:04:00,15:52:00,16:07:00,6:34:00
12,20,6:24:00,6:34:00,8:03:00,12:05:00,15:53:00,16:08:00,6:34:00
12,21,6:24:00,6:34:00,8:03:00,12:05:00,15:53:00,16:08:00,6:35:00
12,22,6:25:00,6:35:00,8:04:00,12:06:00,15:54:00,16:09:00,6:35:00
12,23,6:25:00,6:35:00,8:04:00,12:06:00,15:55:00,16:10:00,6:35:00
12,24,6:25:00,6:35:00,8:05:00,12:07:00,15:55:00,16:10:00,6:35:00
12,25,6:25:00,6:35:00,8:05:00,12:07:00,15:56:00,16:11:00,6:35:00
12,26,6:25:00,6:35:00,8:05:00,12:08:00,15:57:00,16:12:00,6:35:00
12,27,6:25:00,6:35:00,8:05:00,12:08:00,15:57:00,16:12:00,6:36:00
12,28,6:26:00,6:36:00,8:06:00,12:09:00,15:58:00,16:13:00,6:35:00
12,29,6:25:00,6:35:00,8:06:00,12:09:00,15:59:00,16:14:00,6:35:00
12,30,6:25:00,6:35:00,8:06:00,12:10:00,16:00:00,16:15:00,6:35:00
12,31,6:25:00,6:35:00,8:06:00,12:10:00,16:01:00,16:16:00,6:34:00
